venue_id,seat_number,section,row,seat_type,status
1,100,Section-0,Row-3,Regular,Available
1,101,Section-0,Row-3,Regular,Available
1,102,Section-0,Row-3,Regular,Available
1,103,Section-0,Row-3,Regular,Sold
1,104,Section-0,Row-3,Regular,Sold
1,105,Section-0,Row-3,Wheelchair,Sold
1,106,Section-0,Row-3,Regular,Available
1,107,Section-0,Row-3,Regular,Available
1,108,Section-0,Row-3,VIP,Available
1,109,Section-0,Row-3,Regular,Reserved
1,110,Section-0,Row-3,Regular,Available
1,111,Section-0,Row-3,VIP,Available
1,112,Section-0,Row-3,Regular,Available
1,113,Section-0,Row-3,Regular,Sold
1,114,Section-0,Row-3,Regular,Sold
1,115,Section-0,Row-3,Regular,Reserved
1,116,Section-0,Row-3,Regular,Sold
1,117,Section-0,Row-3,Regular,Available
1,118,Section-0,Row-3,Regular,Available
1,119,Section-0,Row-3,VIP,Available
1,120,Section-0,Row-4,Regular,Available
1,121,Section-0,Row-4,Regular,Reserved
1,122,Section-0,Row-4,Regular,Sold
1,123,Section-0,Row-4,Regular,Available
1,124,Section-0,Row-4,Regular,Available
1,125,Section-0,Row-4,Regular,Available
1,126,Section-0,Row-4,VIP,Sold
1,127,Section-0,Row-4,Regular,Sold
1,128,Section-0,Row-4,Regular,Sold
1,129,Section-0,Row-4,Regular,Available
1,130,Section-0,Row-4,Regular,Available
1,131,Section-0,Row-4,Regular,Available
1,132,Section-0,Row-4,Regular,Available
1,133,Section-0,Row-4,Regular,Reserved
1,134,Section-0,Row-4,Wheelchair,Sold
1,135,Section-0,Row-4,Regular,Reserved
1,136,Section-0,Row-4,Regular,Available
1,137,Section-0,Row-4,Regular,Available
1,138,Section-0,Row-4,Regular,Sold
1,139,Section-0,Row-4,Regular,Sold
1,140,Section-0,Row-4,Regular,Available
1,141,Section-0,Row-4,Regular,Available
1,142,Section-0,Row-4,Regular,Available
1,143,Section-0,Row-4,Regular,Sold
1,144,Section-0,Row-4,Wheelchair,Available
1,145,Section-0,Row-4,Regular,Sold
1,146,Section-0,Row-4,Regular,Sold
1,147,Section-0,Row-4,Regular,Sold
1,148,Section-0,Row-4,Regular,Available
1,149,Section-0,Row-4,Regular,Available
1,150,Section-0,Row-5,Regular,Sold
1,151,Section-0,Row-5,Regular,Available
1,152,Section-0,Row-5,Regular,Sold
1,153,Section-0,Row-5,Regular,Sold
1,154,Section-0,Row-5,Regular,Sold
1,155,Section-0,Row-5,VIP,Available
1,156,Section-0,Row-5,Regular,Sold
1,157,Section-0,Row-5,Wheelchair,Sold
1,158,Section-0,Row-5,Regular,Sold
1,159,Section-0,Row-5,Regular,Reserved
1,160,Section-0,Row-5,Regular,Reserved
1,161,Section-0,Row-5,Regular,Available
1,162,Section-0,Row-5,Regular,Available
1,163,Section-0,Row-5,Wheelchair,Available
1,164,Section-0,Row-5,Regular,Sold
1,165,Section-0,Row-5,Regular,Sold
1,166,Section-0,Row-5,Regular,Available
1,167,Section-0,Row-5,Regular,Available
1,168,Section-0,Row-5,Regular,Available
1,169,Section-0,Row-5,VIP,Sold
1,170,Section-0,Row-5,Wheelchair,Available
1,171,Section-0,Row-5,Regular,Available
1,172,Section-0,Row-5,Wheelchair,Available
1,173,Section-0,Row-5,Regular,Sold
1,174,Section-0,Row-5,Wheelchair,Reserved
1,175,Section-0,Row-5,VIP,Available
1,176,Section-0,Row-5,Regular,Available
1,177,Section-0,Row-5,Regular,Available
1,178,Section-0,Row-5,Regular,Available
1,179,Section-0,Row-5,Regular,Sold
1,180,Section-0,Row-6,Regular,Reserved
1,181,Section-0,Row-6,Regular,Available
1,182,Section-0,Row-6,VIP,Reserved
1,183,Section-0,Row-6,Regular,Sold
1,184,Section-0,Row-6,Regular,Sold
1,185,Section-0,Row-6,Regular,Available
1,186,Section-0,Row-6,Regular,Sold
1,187,Section-0,Row-6,Regular,Sold
1,188,Section-0,Row-6,Regular,Available
1,189,Section-0,Row-6,Regular,Available
1,190,Section-0,Row-6,Regular,Sold
1,191,Section-0,Row-6,Regular,Available
1,192,Section-0,Row-6,Regular,Available
1,193,Section-0,Row-6,VIP,Available
1,194,Section-0,Row-6,Regular,Sold
1,195,Section-0,Row-6,Regular,Available
1,196,Section-0,Row-6,Regular,Sold
1,197,Section-0,Row-6,Regular,Available
1,198,Section-0,Row-6,Regular,Available
1,199,Section-0,Row-6,Regular,Available
1,200,Section-0,Row-6,VIP,Available
1,201,Section-0,Row-6,VIP,Sold
1,202,Section-0,Row-6,Regular,Available
1,203,Section-0,Row-6,Regular,Available
1,204,Section-0,Row-6,VIP,Available
1,205,Section-0,Row-6,VIP,Sold
1,206,Section-0,Row-6,Wheelchair,Reserved
1,207,Section-0,Row-6,VIP,Reserved
1,208,Section-0,Row-6,VIP,Available
1,209,Section-0,Row-6,Regular,Available
1,210,Section-0,Row-7,Regular,Sold
1,211,Section-0,Row-7,Regular,Sold
1,212,Section-0,Row-7,Regular,Sold
1,213,Section-0,Row-7,Regular,Reserved
1,214,Section-0,Row-7,Regular,Sold
1,215,Section-0,Row-7,VIP,Sold
1,216,Section-0,Row-7,VIP,Reserved
1,217,Section-0,Row-7,Regular,Reserved
1,218,Section-0,Row-7,Regular,Reserved
1,219,Section-0,Row-7,Wheelchair,Available
1,220,Section-0,Row-7,Regular,Available
1,221,Section-0,Row-7,Regular,Sold
1,222,Section-0,Row-7,Regular,Sold
1,223,Section-0,Row-7,Regular,Available
1,224,Section-0,Row-7,Regular,Reserved
1,225,Section-0,Row-7,Regular,Available
1,226,Section-0,Row-7,VIP,Sold
1,227,Section-0,Row-7,VIP,Sold
1,228,Section-0,Row-7,Regular,Sold
1,229,Section-0,Row-7,Wheelchair,Reserved
1,230,Section-0,Row-7,VIP,Reserved
1,231,Section-0,Row-7,Regular,Available
1,232,Section-0,Row-7,Regular,Available
1,233,Section-0,Row-7,Regular,Sold
1,234,Section-0,Row-7,Regular,Available
1,235,Section-0,Row-7,Regular,Sold
1,236,Section-0,Row-7,VIP,Available
1,237,Section-0,Row-7,Regular,Available
1,238,Section-0,Row-7,Regular,Reserved
1,239,Section-0,Row-7,Regular,Sold
1,240,Section-0,Row-8,Regular,Sold
1,241,Section-0,Row-8,Regular,Available
1,242,Section-0,Row-8,Regular,Reserved
1,243,Section-0,Row-8,Wheelchair,Reserved
1,244,Section-0,Row-8,Regular,Available
1,245,Section-0,Row-8,VIP,Sold
1,246,Section-0,Row-8,Regular,Reserved
1,247,Section-0,Row-8,Wheelchair,Available
1,248,Section-0,Row-8,Wheelchair,Reserved
1,249,Section-0,Row-8,Regular,Available
1,250,Section-0,Row-8,VIP,Sold
1,251,Section-0,Row-8,Regular,Reserved
1,252,Section-0,Row-8,VIP,Available
1,253,Section-0,Row-8,Regular,Available
1,254,Section-0,Row-8,Regular,Available
1,255,Section-0,Row-8,Regular,Sold
1,256,Section-0,Row-8,Regular,Sold
1,257,Section-0,Row-8,Regular,Reserved
1,258,Section-0,Row-8,Regular,Sold
1,259,Section-0,Row-8,Regular,Available
1,260,Section-0,Row-8,Regular,Available
1,261,Section-0,Row-8,Regular,Sold
1,262,Section-0,Row-8,Regular,Sold
1,263,Section-0,Row-8,Regular,Sold
1,264,Section-0,Row-8,Regular,Available
1,265,Section-0,Row-8,Regular,Available
1,266,Section-0,Row-8,Wheelchair,Available
1,267,Section-0,Row-8,VIP,Reserved
1,268,Section-0,Row-8,Wheelchair,Available
1,269,Section-0,Row-8,Regular,Sold
1,270,Section-0,Row-9,Wheelchair,Available
1,271,Section-0,Row-9,Regular,Sold
1,272,Section-0,Row-9,Regular,Sold
1,273,Section-0,Row-9,VIP,Reserved
1,274,Section-0,Row-9,Regular,Available
1,275,Section-0,Row-9,Regular,Reserved
1,276,Section-0,Row-9,Wheelchair,Sold
1,277,Section-0,Row-9,Regular,Available
1,278,Section-0,Row-9,Regular,Sold
1,279,Section-0,Row-9,Wheelchair,Available
1,280,Section-0,Row-9,Regular,Reserved
1,281,Section-0,Row-9,Regular,Sold
1,282,Section-0,Row-9,Regular,Available
1,283,Section-0,Row-9,Regular,Sold
1,284,Section-0,Row-9,Wheelchair,Available
1,285,Section-0,Row-9,Regular,Available
1,286,Section-0,Row-9,Regular,Available
1,287,Section-0,Row-9,Regular,Sold
1,288,Section-0,Row-9,Regular,Available
1,289,Section-0,Row-9,Regular,Reserved
1,290,Section-0,Row-9,Regular,Available
1,291,Section-0,Row-9,Regular,Available
1,292,Section-0,Row-9,Regular,Available
1,293,Section-0,Row-9,VIP,Sold
1,294,Section-0,Row-9,Regular,Sold
1,295,Section-0,Row-9,VIP,Reserved
1,296,Section-0,Row-9,Regular,Sold
1,297,Section-0,Row-9,VIP,Sold
1,298,Section-0,Row-9,VIP,Sold
1,299,Section-0,Row-9,VIP,Sold
1,300,Section-1,Row-0,Wheelchair,Reserved
1,301,Section-1,Row-0,Regular,Available
1,302,Section-1,Row-0,Regular,Sold
1,303,Section-1,Row-0,Regular,Reserved
1,304,Section-1,Row-0,Regular,Available
1,305,Section-1,Row-0,Regular,Sold
1,306,Section-1,Row-0,VIP,Available
1,307,Section-1,Row-0,Regular,Available
1,308,Section-1,Row-0,Regular,Sold
1,309,Section-1,Row-0,Regular,Reserved
1,310,Section-1,Row-0,Regular,Reserved
1,311,Section-1,Row-0,Regular,Available
1,312,Section-1,Row-0,Regular,Available
1,313,Section-1,Row-0,Wheelchair,Sold
1,314,Section-1,Row-0,Regular,Sold
1,315,Section-1,Row-0,VIP,Sold
1,316,Section-1,Row-0,Regular,Sold
1,317,Section-1,Row-0,Regular,Available
1,318,Section-1,Row-0,VIP,Available
1,319,Section-1,Row-0,Regular,Available
1,320,Section-1,Row-0,VIP,Reserved
1,321,Section-1,Row-0,VIP,Available
1,322,Section-1,Row-0,Regular,Sold
1,323,Section-1,Row-0,Regular,Sold
1,324,Section-1,Row-0,Regular,Reserved
1,325,Section-1,Row-0,VIP,Reserved
1,326,Section-1,Row-0,VIP,Sold
1,327,Section-1,Row-0,Regular,Reserved
1,328,Section-1,Row-0,Regular,Available
1,329,Section-1,Row-0,Wheelchair,Available
1,330,Section-1,Row-1,VIP,Available
1,331,Section-1,Row-1,Regular,Reserved
1,332,Section-1,Row-1,Regular,Available
1,333,Section-1,Row-1,Regular,Sold
1,334,Section-1,Row-1,Regular,Available
1,335,Section-1,Row-1,Regular,Reserved
1,336,Section-1,Row-1,VIP,Available
1,337,Section-1,Row-1,Wheelchair,Available
1,338,Section-1,Row-1,VIP,Available
1,339,Section-1,Row-1,Regular,Reserved
1,340,Section-1,Row-1,Regular,Available
1,341,Section-1,Row-1,Wheelchair,Reserved
1,342,Section-1,Row-1,Regular,Sold
1,343,Section-1,Row-1,VIP,Available
1,344,Section-1,Row-1,Regular,Reserved
1,345,Section-1,Row-1,Regular,Reserved
1,346,Section-1,Row-1,VIP,Sold
1,347,Section-1,Row-1,Wheelchair,Reserved
1,348,Section-1,Row-1,Regular,Sold
1,349,Section-1,Row-1,Regular,Sold
1,350,Section-1,Row-1,VIP,Reserved
1,351,Section-1,Row-1,Regular,Available
1,352,Section-1,Row-1,Regular,Available
1,353,Section-1,Row-1,VIP,Reserved
1,354,Section-1,Row-1,Regular,Reserved
1,355,Section-1,Row-1,Regular,Available
1,356,Section-1,Row-1,Wheelchair,Sold
1,357,Section-1,Row-1,Regular,Available
1,358,Section-1,Row-1,Wheelchair,Reserved
1,359,Section-1,Row-1,Regular,Reserved
1,360,Section-1,Row-2,Regular,Sold
1,361,Section-1,Row-2,VIP,Reserved
1,362,Section-1,Row-2,Regular,Sold
1,363,Section-1,Row-2,Wheelchair,Available
1,364,Section-1,Row-2,Regular,Available
1,365,Section-1,Row-2,VIP,Available
1,366,Section-1,Row-2,Regular,Sold
1,367,Section-1,Row-2,VIP,Sold
1,368,Section-1,Row-2,Wheelchair,Available
1,369,Section-1,Row-2,Wheelchair,Available
1,370,Section-1,Row-2,Regular,Available
1,371,Section-1,Row-2,VIP,Reserved
1,372,Section-1,Row-2,Regular,Available
1,373,Section-1,Row-2,VIP,Reserved
1,374,Section-1,Row-2,Regular,Available
1,375,Section-1,Row-2,Regular,Sold
1,376,Section-1,Row-2,Regular,Available
1,377,Section-1,Row-2,Regular,Available
1,378,Section-1,Row-2,Regular,Sold
1,379,Section-1,Row-2,Regular,Available
1,380,Section-1,Row-2,Wheelchair,Sold
1,381,Section-1,Row-2,Regular,Reserved
1,382,Section-1,Row-2,Regular,Available
1,383,Section-1,Row-2,VIP,Reserved
1,384,Section-1,Row-2,Regular,Reserved
1,385,Section-1,Row-2,VIP,Available
1,386,Section-1,Row-2,Regular,Sold
1,387,Section-1,Row-2,VIP,Sold
1,388,Section-1,Row-2,Regular,Sold
1,389,Section-1,Row-2,Regular,Reserved
1,390,Section-1,Row-3,Wheelchair,Available
1,391,Section-1,Row-3,Regular,Available
1,392,Section-1,Row-3,Regular,Reserved
1,393,Section-1,Row-3,Regular,Sold
1,394,Section-1,Row-3,Regular,Available
1,395,Section-1,Row-3,VIP,Sold
1,396,Section-1,Row-3,VIP,Sold
1,397,Section-1,Row-3,VIP,Available
1,398,Section-1,Row-3,Regular,Available
1,399,Section-1,Row-3,VIP,Reserved
1,400,Section-1,Row-3,VIP,Reserved
1,401,Section-1,Row-3,Regular,Reserved
1,402,Section-1,Row-3,Regular,Sold
1,403,Section-1,Row-3,Wheelchair,Available
1,404,Section-1,Row-3,Wheelchair,Reserved
1,405,Section-1,Row-3,Regular,Sold
1,406,Section-1,Row-3,Regular,Reserved
1,407,Section-1,Row-3,Regular,Available
1,408,Section-1,Row-3,VIP,Available
1,409,Section-1,Row-3,Regular,Sold
1,410,Section-1,Row-3,Regular,Available
1,411,Section-1,Row-3,VIP,Available
1,412,Section-1,Row-3,Regular,Available
1,413,Section-1,Row-3,Regular,Reserved
1,414,Section-1,Row-3,Regular,Sold
1,415,Section-1,Row-3,Regular,Reserved
1,416,Section-1,Row-3,VIP,Available
1,417,Section-1,Row-3,Wheelchair,Available
1,418,Section-1,Row-3,Wheelchair,Available
1,419,Section-1,Row-3,Regular,Available
1,420,Section-1,Row-4,Regular,Available
1,421,Section-1,Row-4,Regular,Reserved
1,422,Section-1,Row-4,Regular,Sold
1,423,Section-1,Row-4,Regular,Available
1,424,Section-1,Row-4,VIP,Reserved
1,425,Section-1,Row-4,Wheelchair,Reserved
1,426,Section-1,Row-4,VIP,Sold
1,427,Section-1,Row-4,Regular,Sold
1,428,Section-1,Row-4,Regular,Reserved
1,429,Section-1,Row-4,VIP,Available
1,430,Section-1,Row-4,Regular,Available
1,431,Section-1,Row-4,Regular,Sold
1,432,Section-1,Row-4,Regular,Sold
1,433,Section-1,Row-4,Regular,Available
1,434,Section-1,Row-4,Regular,Available
1,435,Section-1,Row-4,Regular,Sold
1,436,Section-1,Row-4,Wheelchair,Sold
1,437,Section-1,Row-4,VIP,Sold
1,438,Section-1,Row-4,Regular,Sold
1,439,Section-1,Row-4,Wheelchair,Sold
1,440,Section-1,Row-4,Regular,Available
1,441,Section-1,Row-4,Regular,Available
1,442,Section-1,Row-4,Regular,Available
1,443,Section-1,Row-4,Regular,Available
1,444,Section-1,Row-4,Regular,Available
1,445,Section-1,Row-4,Regular,Sold
1,446,Section-1,Row-4,Regular,Available
1,447,Section-1,Row-4,Regular,Available
1,448,Section-1,Row-4,Regular,Reserved
1,449,Section-1,Row-4,VIP,Sold
1,450,Section-1,Row-5,Regular,Available
1,451,Section-1,Row-5,Regular,Available
1,452,Section-1,Row-5,Regular,Available
1,453,Section-1,Row-5,VIP,Available
1,454,Section-1,Row-5,VIP,Sold
1,455,Section-1,Row-5,Regular,Available
1,456,Section-1,Row-5,Regular,Available
1,457,Section-1,Row-5,Regular,Reserved
1,458,Section-1,Row-5,Regular,Available
1,459,Section-1,Row-5,VIP,Reserved
1,460,Section-1,Row-5,Regular,Available
1,461,Section-1,Row-5,Wheelchair,Sold
1,462,Section-1,Row-5,Wheelchair,Available
1,463,Section-1,Row-5,Regular,Sold
1,464,Section-1,Row-5,Regular,Reserved
1,465,Section-1,Row-5,Regular,Sold
1,466,Section-1,Row-5,Regular,Available
1,467,Section-1,Row-5,Wheelchair,Available
1,468,Section-1,Row-5,Regular,Sold
1,469,Section-1,Row-5,Regular,Sold
1,470,Section-1,Row-5,Regular,Reserved
1,471,Section-1,Row-5,Regular,Sold
1,472,Section-1,Row-5,Regular,Sold
1,473,Section-1,Row-5,Regular,Sold
1,474,Section-1,Row-5,Regular,Available
1,475,Section-1,Row-5,Regular,Sold
1,476,Section-1,Row-5,Regular,Available
1,477,Section-1,Row-5,VIP,Reserved
1,478,Section-1,Row-5,Wheelchair,Sold
1,479,Section-1,Row-5,Wheelchair,Available
1,480,Section-1,Row-6,Regular,Available
1,481,Section-1,Row-6,Regular,Available
1,482,Section-1,Row-6,Regular,Reserved
1,483,Section-1,Row-6,Regular,Sold
1,484,Section-1,Row-6,Regular,Sold
1,485,Section-1,Row-6,Regular,Sold
1,486,Section-1,Row-6,Regular,Available
1,487,Section-1,Row-6,Regular,Available
1,488,Section-1,Row-6,Regular,Available
1,489,Section-1,Row-6,Regular,Available
1,490,Section-1,Row-6,Regular,Available
1,491,Section-1,Row-6,VIP,Sold
1,492,Section-1,Row-6,VIP,Available
1,493,Section-1,Row-6,Regular,Available
1,494,Section-1,Row-6,VIP,Available
1,495,Section-1,Row-6,Wheelchair,Sold
1,496,Section-1,Row-6,Wheelchair,Available
1,497,Section-1,Row-6,Regular,Available
1,498,Section-1,Row-6,VIP,Available
1,499,Section-1,Row-6,Regular,Available
1,500,Section-1,Row-6,Regular,Sold
1,501,Section-1,Row-6,Wheelchair,Available
1,502,Section-1,Row-6,Wheelchair,Available
1,503,Section-1,Row-6,Regular,Available
1,504,Section-1,Row-6,Regular,Available
1,505,Section-1,Row-6,Regular,Reserved
1,506,Section-1,Row-6,Wheelchair,Available
1,507,Section-1,Row-6,VIP,Reserved
1,508,Section-1,Row-6,VIP,Available
1,509,Section-1,Row-6,Regular,Available
1,510,Section-1,Row-7,Regular,Reserved
1,511,Section-1,Row-7,VIP,Available
1,512,Section-1,Row-7,Regular,Sold
1,513,Section-1,Row-7,VIP,Reserved
1,514,Section-1,Row-7,VIP,Available
1,515,Section-1,Row-7,Regular,Available
1,516,Section-1,Row-7,Regular,Sold
1,517,Section-1,Row-7,Regular,Available
1,518,Section-1,Row-7,Regular,Available
1,519,Section-1,Row-7,Regular,Sold
1,520,Section-1,Row-7,Wheelchair,Sold
1,521,Section-1,Row-7,Regular,Available
1,522,Section-1,Row-7,VIP,Available
1,523,Section-1,Row-7,Regular,Available
1,524,Section-1,Row-7,VIP,Available
1,525,Section-1,Row-7,Regular,Sold
1,526,Section-1,Row-7,Regular,Available
1,527,Section-1,Row-7,VIP,Sold
1,528,Section-1,Row-7,Regular,Available
1,529,Section-1,Row-7,Regular,Available
1,530,Section-1,Row-7,Regular,Available
1,531,Section-1,Row-7,Wheelchair,Available
1,532,Section-1,Row-7,Regular,Available
1,533,Section-1,Row-7,VIP,Available
1,534,Section-1,Row-7,Regular,Available
1,535,Section-1,Row-7,Regular,Reserved
1,536,Section-1,Row-7,VIP,Available
1,537,Section-1,Row-7,VIP,Sold
1,538,Section-1,Row-7,Regular,Reserved
1,539,Section-1,Row-7,Regular,Reserved
1,540,Section-1,Row-8,Wheelchair,Available
1,541,Section-1,Row-8,VIP,Available
1,542,Section-1,Row-8,Regular,Available
1,543,Section-1,Row-8,Regular,Available
1,544,Section-1,Row-8,Regular,Sold
1,545,Section-1,Row-8,VIP,Reserved
1,546,Section-1,Row-8,Regular,Reserved
1,547,Section-1,Row-8,Regular,Sold
1,548,Section-1,Row-8,Regular,Reserved
1,549,Section-1,Row-8,Regular,Available
1,550,Section-1,Row-8,Wheelchair,Reserved
1,551,Section-1,Row-8,Regular,Available
1,552,Section-1,Row-8,Regular,Available
1,553,Section-1,Row-8,Regular,Available
1,554,Section-1,Row-8,Regular,Available
1,555,Section-1,Row-8,Regular,Sold
1,556,Section-1,Row-8,VIP,Available
1,557,Section-1,Row-8,Regular,Available
1,558,Section-1,Row-8,Regular,Available
1,559,Section-1,Row-8,Regular,Available
1,560,Section-1,Row-8,Regular,Available
1,561,Section-1,Row-8,VIP,Available
1,562,Section-1,Row-8,Regular,Available
1,563,Section-1,Row-8,Regular,Reserved
1,564,Section-1,Row-8,Regular,Sold
1,565,Section-1,Row-8,Regular,Sold
1,566,Section-1,Row-8,Regular,Sold
1,567,Section-1,Row-8,Regular,Sold
1,568,Section-1,Row-8,VIP,Available
1,569,Section-1,Row-8,VIP,Available
1,570,Section-1,Row-9,Regular,Available
1,571,Section-1,Row-9,Regular,Sold
1,572,Section-1,Row-9,Wheelchair,Reserved
1,573,Section-1,Row-9,Regular,Available
1,574,Section-1,Row-9,VIP,Available
1,575,Section-1,Row-9,VIP,Available
1,576,Section-1,Row-9,Regular,Sold
1,577,Section-1,Row-9,Regular,Available
1,578,Section-1,Row-9,Regular,Sold
1,579,Section-1,Row-9,Wheelchair,Sold
1,580,Section-1,Row-9,VIP,Sold
1,581,Section-1,Row-9,Regular,Available
1,582,Section-1,Row-9,Regular,Available
1,583,Section-1,Row-9,Regular,Available
1,584,Section-1,Row-9,Regular,Sold
1,585,Section-1,Row-9,Regular,Sold
1,586,Section-1,Row-9,Wheelchair,Sold
1,587,Section-1,Row-9,Regular,Available
1,588,Section-1,Row-9,Regular,Sold
1,589,Section-1,Row-9,Regular,Available
1,590,Section-1,Row-9,Regular,Reserved
1,591,Section-1,Row-9,Regular,Available
1,592,Section-1,Row-9,Regular,Available
1,593,Section-1,Row-9,Regular,Available
1,594,Section-1,Row-9,VIP,Sold
1,595,Section-1,Row-9,Regular,Available
1,596,Section-1,Row-9,VIP,Reserved
1,597,Section-1,Row-9,Regular,Sold
1,598,Section-1,Row-9,Regular,Sold
1,599,Section-1,Row-9,Regular,Available
1,600,Section-2,Row-0,VIP,Reserved
1,601,Section-2,Row-0,Regular,Available
1,602,Section-2,Row-0,Regular,Sold
1,603,Section-2,Row-0,Regular,Reserved
1,604,Section-2,Row-0,Regular,Available
1,605,Section-2,Row-0,VIP,Available
1,606,Section-2,Row-0,Regular,Reserved
1,607,Section-2,Row-0,VIP,Available
1,608,Section-2,Row-0,Regular,Available
1,609,Section-2,Row-0,Regular,Available
1,610,Section-2,Row-0,Regular,Reserved
1,611,Section-2,Row-0,Regular,Sold
1,612,Section-2,Row-0,VIP,Sold
1,613,Section-2,Row-0,Regular,Available
1,614,Section-2,Row-0,Wheelchair,Available
1,615,Section-2,Row-0,VIP,Reserved
1,616,Section-2,Row-0,Wheelchair,Reserved
1,617,Section-2,Row-0,Regular,Sold
1,618,Section-2,Row-0,Regular,Sold
1,619,Section-2,Row-0,Wheelchair,Sold
1,620,Section-2,Row-0,Regular,Available
1,621,Section-2,Row-0,Wheelchair,Available
1,622,Section-2,Row-0,Regular,Available
1,623,Section-2,Row-0,Regular,Reserved
1,624,Section-2,Row-0,VIP,Sold
1,625,Section-2,Row-0,Regular,Reserved
1,626,Section-2,Row-0,Regular,Sold
1,627,Section-2,Row-0,Regular,Sold
1,628,Section-2,Row-0,Regular,Available
1,629,Section-2,Row-0,Regular,Reserved
1,630,Section-2,Row-1,Regular,Sold
1,631,Section-2,Row-1,Regular,Sold
1,632,Section-2,Row-1,Regular,Reserved
1,633,Section-2,Row-1,Regular,Reserved
